frame_num,a,b,c,d
0,133.52139282226562,161.74815368652344,133.87716674804688,162.23768615722656
1,119.80149841308594,150.408203125,119.75212860107422,151.2445526123047
2,179.6722412109375,86.77074432373047,181.4905242919922,84.83784484863281
3,134.47576904296875,166.05075073242188,134.91439819335938,166.61619567871094
4,84.2784194946289,118.07423400878906,86.62347412109375,114.68392944335938
5,161.07789611816406,90.02381896972656,164.04786682128906,89.21749877929688
6,86.97693634033203,168.0399627685547,82.00824737548828,169.4878387451172
7,198.8092803955078,111.32633209228516,202.07162475585938,108.33099365234375
8,185.542724609375,85.88682556152344,187.25279235839844,84.12287139892578
9,180.09237670898438,89.90606689453125,182.13426208496094,87.87300872802734
10,157.331298828125,109.84317779541016,160.97970581054688,108.93569946289062
11,199.7454071044922,67.51905822753906,200.44094848632812,65.57305908203125
12,89.60010528564453,175.3076629638672,84.03054809570312,175.91888427734375
13,209.61477661132812,89.14705657958984,212.30067443847656,86.9410629272461
14,152.61012268066406,114.14234161376953,155.93191528320312,113.1480484008789
15,126.7159423828125,132.9245147705078,127.59660339355469,132.5283203125
16,121.28782653808594,160.53955078125,120.6454849243164,160.6785888671875
17,200.2432403564453,65.3056411743164,200.83226013183594,63.15814208984375
18,156.21365356445312,89.70059967041016,158.9202117919922,88.4942398071289
19,177.25050354003906,169.1474609375,181.6697998046875,170.7840118408203
20,190.5435028076172,111.83037567138672,193.6628875732422,108.45084381103516
21,168.46707153320312,108.97518920898438,171.41934204101562,107.47750091552734
22,171.5364990234375,163.4521026611328,175.97991943359375,164.34765625
23,210.10166931152344,104.01542663574219,212.8160400390625,101.37490844726562
24,152.59654235839844,138.58226013183594,154.79031372070312,138.11837768554688
25,193.08558654785156,92.0100326538086,195.37210083007812,89.53907775878906
26,209.30331420898438,77.26599884033203,211.2012176513672,75.17820739746094
27,168.36309814453125,110.0035400390625,171.15835571289062,108.29805755615234
28,114.81145477294922,152.21018981933594,114.24993133544922,153.06057739257812
29,146.3367919921875,143.59324645996094,148.61228942871094,143.53965759277344
30,99.09771728515625,202.833251953125,97.03666687011719,205.8600311279297
31,202.16448974609375,97.58152770996094,204.63970947265625,94.842529296875
32,107.5875244140625,156.43692016601562,106.63597869873047,159.46685791015625
33,74.86832427978516,160.92625427246094,70.43476867675781,159.11795043945312
34,91.00759887695312,174.07640075683594,85.3677749633789,174.58348083496094
35,143.44781494140625,147.76742553710938,144.5091552734375,148.73699951171875
36,164.35067749023438,168.9152069091797,168.04983520507812,169.76499938964844
37,107.29938507080078,159.0811767578125,105.397216796875,161.19305419921875
38,142.07582092285156,118.2132568359375,144.86817932128906,117.18941497802734
39,74.46475219726562,121.14158630371094,75.34442138671875,118.79288482666016
40,125.80496215820312,121.89703369140625,128.42201232910156,121.91929626464844
41,100.6524658203125,105.94005584716797,104.77490234375,104.35917663574219
42,85.38358306884766,163.38018798828125,81.02470397949219,163.63580322265625
43,200.35768127441406,67.48605346679688,200.96139526367188,65.52534484863281
44,169.07333374023438,165.27297973632812,173.91690063476562,166.00254821777344
45,124.37248992919922,101.91730499267578,128.19117736816406,101.52002716064453
46,193.09970092773438,93.38365936279297,195.2975311279297,90.86418914794922
47,123.03449249267578,107.82485961914062,126.33885192871094,107.79898834228516
48,123.20361328125,107.81951141357422,126.52639770507812,107.8030014038086
49,111.20536041259766,223.81240844726562,109.1659927368164,228.373291015625
50,89.7496337890625,178.82965087890625,84.56456756591797,179.55801391601562
51,199.33961486816406,112.72867584228516,202.54693603515625,109.57695770263672
52,134.3144989013672,98.37101745605469,137.53375244140625,97.5127182006836
53,165.99818420410156,122.7438735961914,169.85501098632812,121.06280517578125
54,159.2087860107422,175.05831909179688,162.38616943359375,175.03768920898438
55,192.658447265625,151.76942443847656,197.37632751464844,151.46278381347656
56,161.8675079345703,188.3511962890625,165.3219451904297,190.2187042236328
57,155.6483917236328,78.1300277709961,158.48379516601562,76.99981689453125
58,104.6695785522461,181.5477294921875,102.84964752197266,183.8600616455078
59,130.4331817626953,138.6002960205078,132.65650939941406,139.38653564453125
60,129.95071411132812,138.09371948242188,132.00860595703125,138.84249877929688
61,99.87561798095703,201.91302490234375,98.51250457763672,204.45420837402344
62,199.1446533203125,11.524919509887695,200.59652709960938,11.154760360717773
63,229.40805053710938,53.80924606323242,231.30271911621094,52.303321838378906
64,76.31871795654297,150.58277893066406,75.0871353149414,148.35690307617188
65,42.38949203491211,170.1234130859375,37.24261474609375,170.22872924804688
66,186.8987274169922,73.74540710449219,187.50424194335938,72.10493469238281
67,188.8930206298828,45.912723541259766,190.40969848632812,45.584285736083984
68,137.4541778564453,236.37355041503906,136.68618774414062,242.07876586914062
69,207.72561645507812,13.45255184173584,210.44728088378906,12.829039573669434
70,153.68861389160156,175.32078552246094,156.20059204101562,177.2379913330078
71,94.86782836914062,229.86024475097656,94.1712417602539,236.70477294921875
72,171.28378295898438,79.7335433959961,173.87152099609375,78.53160858154297
73,173.94976806640625,161.9261016845703,178.42471313476562,162.67633056640625
74,40.88089370727539,180.84417724609375,34.61007308959961,180.7858428955078
