frame_num,a,b,c,d
0,92.33219146728516,99.10823822021484,92.20634460449219,99.1204833984375
1,85.6622543334961,150.80938720703125,85.83702087402344,150.91029357910156
2,84.28202056884766,110.21147155761719,84.01668548583984,110.13401794433594
3,55.975975036621094,225.2928009033203,56.0461311340332,225.26492309570312
4,132.38906860351562,55.4273796081543,132.35592651367188,55.407737731933594
5,163.34420776367188,30.05137825012207,163.10256958007812,30.088424682617188
6,61.991722106933594,74.20040130615234,61.78824234008789,74.36691284179688
7,108.99610137939453,80.532958984375,108.92231750488281,80.3548355102539
8,44.1609992980957,124.90306854248047,44.45217514038086,124.82878112792969
9,101.438720703125,91.0846176147461,101.4560546875,91.08883666992188
10,104.92121887207031,150.91046142578125,104.4945068359375,151.05775451660156
11,150.89202880859375,44.42816925048828,150.8428955078125,44.58078384399414
12,50.779212951660156,124.16584014892578,50.908447265625,124.03201293945312
13,56.58525848388672,100.83916473388672,56.6965446472168,100.69723510742188
14,166.93299865722656,52.87519454956055,166.71139526367188,52.73427200317383
15,65.64143371582031,132.67385864257812,65.41455078125,132.70433044433594
16,89.10221099853516,82.23863983154297,89.16844940185547,82.16789245605469
17,119.85111999511719,42.86862564086914,119.86166381835938,42.55982971191406
18,117.50724792480469,79.06007385253906,117.600830078125,79.13391876220703
19,77.26912689208984,117.80875396728516,76.98424530029297,117.86441802978516
20,82.81163787841797,61.19775390625,82.71954345703125,61.21728515625
21,56.701202392578125,194.05361938476562,57.22121047973633,195.6227569580078
22,130.46746826171875,50.096126556396484,130.16864013671875,50.61503219604492
23,82.95057678222656,92.18346405029297,83.20948028564453,92.27252960205078
24,54.91216278076172,85.76236724853516,54.919151306152344,85.3864517211914
25,67.9859848022461,148.4261932373047,67.86711120605469,148.39968872070312
26,49.994354248046875,233.93209838867188,50.35502243041992,233.977294921875
27,166.1710662841797,28.194442749023438,165.99444580078125,28.094829559326172
28,110.60490417480469,70.30357360839844,110.62230682373047,70.61119842529297
29,134.5537872314453,107.43097686767578,133.9832305908203,107.39147186279297
30,72.23464965820312,171.16770935058594,72.45511627197266,170.91432189941406
31,46.08644485473633,109.90234375,46.00436782836914,110.0577621459961
32,87.93780517578125,124.13938903808594,88.30011749267578,124.1528549194336
33,132.6717529296875,87.83168029785156,132.67845153808594,87.54972076416016
34,40.30849838256836,219.96998596191406,40.34623718261719,219.9381561279297
35,72.33476257324219,174.12095642089844,72.40617370605469,174.15069580078125
36,84.04305267333984,167.53428649902344,83.8381576538086,167.6334228515625
37,149.7483367919922,57.26041793823242,150.0885009765625,57.18565368652344
38,171.72276306152344,17.743131637573242,171.81947326660156,17.71970558166504
39,154.93263244628906,57.64678955078125,154.99063110351562,57.533164978027344
40,171.4337615966797,18.644222259521484,171.56031799316406,18.574451446533203
41,65.74702453613281,85.9197998046875,65.13642883300781,85.95825958251953
42,56.6784782409668,209.3002166748047,57.05057907104492,209.1165313720703
43,171.71046447753906,69.97430419921875,171.15121459960938,70.22433471679688
44,72.86038208007812,133.27427673339844,73.08657836914062,133.59817504882812
45,77.40470886230469,100.81005859375,77.45118713378906,100.84059143066406
46,97.86365509033203,161.99073791503906,97.60049438476562,162.08612060546875
47,97.57734680175781,73.07323455810547,97.59983825683594,73.2052993774414
48,35.70608139038086,207.9007110595703,35.524837493896484,207.9164276123047
49,146.69415283203125,103.74430084228516,147.0997772216797,104.10676574707031
50,70.10894775390625,172.42526245117188,70.0916976928711,172.4436798095703
51,186.25296020507812,42.253143310546875,186.45155334472656,42.367706298828125
52,129.52792358398438,97.49378967285156,129.607177734375,97.76876831054688
53,121.96538543701172,114.36117553710938,121.81753540039062,114.15050506591797
54,66.25656127929688,150.89059448242188,66.20683288574219,150.75762939453125
55,193.56103515625,38.2693977355957,194.13975524902344,38.17482376098633
56,134.22569274902344,71.98590087890625,133.97369384765625,72.14888763427734
57,109.10247039794922,45.27777862548828,108.82718658447266,45.100318908691406
58,61.007869720458984,112.54466247558594,61.165767669677734,112.66060638427734
59,102.2061767578125,56.12379837036133,102.04328155517578,55.84305191040039
60,136.8052520751953,112.92831420898438,136.28900146484375,112.67760467529297
61,180.63734436035156,59.34242630004883,180.49497985839844,59.51991653442383
62,81.29110717773438,164.6708526611328,81.40032958984375,165.07435607910156
63,176.15069580078125,49.03582000732422,176.08140563964844,49.148197174072266
64,127.63579559326172,66.84687805175781,127.35675048828125,66.65109252929688
65,109.59591674804688,138.751953125,109.74015045166016,138.6629638671875
66,165.84088134765625,81.60591888427734,165.50819396972656,81.65509033203125
67,158.73292541503906,92.93659973144531,158.79612731933594,92.83666229248047
68,26.531639099121094,206.22584533691406,27.259035110473633,205.6869354248047
69,59.39704513549805,174.18104553222656,59.700016021728516,173.9065399169922
70,72.41370391845703,62.70547103881836,72.62049865722656,62.742706298828125
71,69.92586517333984,134.6492919921875,69.67152404785156,134.94595336914062
