frame_num,a,b,c,d
0,37.506080627441406,239.14540100097656,38.53129196166992,239.3984832763672
1,28.910127639770508,157.10118103027344,30.075794219970703,157.24124145507812
2,140.7653045654297,117.18233489990234,140.49705505371094,119.3671875
3,95.69322204589844,193.1705322265625,96.01338195800781,194.39195251464844
4,157.45509338378906,97.65933227539062,157.28147888183594,98.78828430175781
5,86.18904876708984,126.16716766357422,86.94564056396484,126.23388671875
6,59.99222946166992,219.8177032470703,60.1530876159668,220.2969207763672
7,52.185359954833984,233.7099151611328,52.74222946166992,234.6144561767578
8,133.8424530029297,107.47130584716797,134.06878662109375,108.406982421875
9,74.39285278320312,121.1305160522461,75.25959014892578,122.26151275634766
10,95.0629653930664,94.11714172363281,95.58849334716797,95.24288177490234
11,67.69060516357422,220.79261779785156,67.6540756225586,220.57916259765625
12,119.9974365234375,98.42318725585938,120.46748352050781,99.04096221923828
13,148.7987823486328,114.68793487548828,149.33343505859375,115.84404754638672
14,60.37560272216797,115.1289291381836,60.73472595214844,115.6480941772461
15,65.31752014160156,210.3597869873047,66.44464874267578,211.20692443847656
16,126.63006591796875,121.15830993652344,126.38135528564453,121.87715911865234
17,107.04005432128906,103.0207290649414,108.17229461669922,103.89434051513672
18,108.75325012207031,100.33252716064453,108.80587005615234,100.73955535888672
19,58.497005462646484,232.91787719726562,59.863800048828125,232.6967315673828
20,145.1951904296875,96.5747299194336,145.0185089111328,97.63362121582031
21,206.9303741455078,84.351806640625,205.51876831054688,85.45245361328125
22,27.208642959594727,147.58558654785156,28.39118003845215,147.9205780029297
23,89.95755767822266,71.88944244384766,89.89905548095703,72.37799072265625
24,113.31497955322266,123.07489013671875,114.29911041259766,123.5864028930664
25,100.10198974609375,122.22102355957031,101.0678939819336,122.77723693847656
26,86.45467376708984,124.19835662841797,86.7942123413086,124.2624282836914
27,196.8689727783203,106.10051727294922,196.11297607421875,107.36737060546875
28,60.094581604003906,108.1239013671875,60.61371994018555,108.98435974121094
29,88.25345611572266,124.18222045898438,88.47493743896484,124.40869903564453
30,60.05077362060547,119.45140075683594,60.709381103515625,119.36497497558594
31,161.83006286621094,113.26255798339844,161.36827087402344,114.41816711425781
32,169.14508056640625,95.02259826660156,168.6005096435547,96.21638488769531
33,27.497406005859375,139.6495361328125,27.73219871520996,140.17547607421875
34,185.35452270507812,109.33180236816406,185.2975311279297,110.70751190185547
35,47.51406478881836,220.01670837402344,48.17189407348633,220.46002197265625
36,80.5530776977539,214.1479949951172,85.37718963623047,213.51095581054688
37,98.8995361328125,120.3062744140625,99.79075622558594,120.80841827392578
38,80.47392272949219,194.92906188964844,81.39863586425781,195.88841247558594
39,72.74559783935547,94.56621551513672,73.06505584716797,94.85010528564453
40,89.58651733398438,204.05792236328125,89.93687438964844,204.6189727783203
41,54.87387466430664,208.7766876220703,56.09572982788086,209.79490661621094
42,67.84203338623047,112.64086151123047,68.46250915527344,113.12938690185547
43,117.7460708618164,86.4127426147461,117.7992172241211,87.34941101074219
44,71.63523864746094,202.16094970703125,72.76551055908203,202.64476013183594
45,85.74271392822266,103.79151916503906,86.4183349609375,103.10647583007812
46,223.2935028076172,104.76337432861328,222.8821563720703,105.33348846435547
47,109.98651123046875,190.43722534179688,109.930908203125,192.21192932128906
48,28.332773208618164,163.53103637695312,29.21788787841797,163.85118103027344
49,172.1842803955078,108.659912109375,171.7379150390625,108.85331726074219
50,82.72893524169922,130.2854766845703,83.27748107910156,130.34674072265625
51,31.10695457458496,149.4286346435547,32.36830139160156,149.877197265625
52,211.82766723632812,105.10845947265625,211.1644287109375,106.29470825195312
