frame_num,a,b,c,d
0,134.34043884277344,197.3893280029297,132.91444396972656,198.322265625
1,153.22154235839844,244.71652221679688,152.69248962402344,244.82568359375
2,166.61602783203125,214.65379333496094,165.14035034179688,214.869140625
3,145.4029083251953,198.76524353027344,144.00926208496094,199.05508422851562
4,169.04644775390625,225.97637939453125,168.0998992919922,226.19778442382812
5,91.49382019042969,196.02951049804688,90.84806060791016,196.52273559570312
6,238.32388305664062,122.20756530761719,237.75428771972656,123.1889877319336
7,167.12344360351562,250.61566162109375,166.6131591796875,250.60296630859375
8,121.09758758544922,196.3135528564453,120.08824157714844,196.7791290283203
9,140.64727783203125,236.65802001953125,140.11968994140625,237.10638427734375
10,159.43211364746094,229.9655303955078,157.9348907470703,230.48458862304688
11,236.57212829589844,141.12095642089844,234.62741088867188,142.456298828125
12,154.48419189453125,216.11575317382812,153.3424072265625,216.52700805664062
13,134.96434020996094,238.7114715576172,134.55149841308594,238.61985778808594
14,136.06512451171875,131.46743774414062,134.07627868652344,131.6514129638672
15,221.44419860839844,123.7088394165039,220.803955078125,125.0352783203125
16,166.36822509765625,232.61590576171875,165.29592895507812,232.7484893798828
17,146.61886596679688,214.72946166992188,145.08563232421875,214.96856689453125
18,75.53983306884766,202.86720275878906,75.04137420654297,203.45318603515625
19,160.19944763183594,206.33309936523438,159.2825927734375,206.965576171875
20,108.48611450195312,162.3008270263672,106.88761138916016,162.805908203125
21,137.10166931152344,248.4037628173828,136.7900390625,248.6977996826172
22,97.32595825195312,213.3807373046875,96.99691009521484,213.9806365966797
23,150.2294921875,127.431640625,147.5984649658203,126.95220947265625
24,233.66342163085938,114.87445831298828,233.01638793945312,116.16777038574219
25,100.8136215209961,200.94692993164062,100.28987121582031,201.3987579345703
26,139.49266052246094,208.86558532714844,138.17823791503906,209.63059997558594
27,120.00455474853516,169.52359008789062,118.04547119140625,169.7181396484375
28,146.0525360107422,226.44525146484375,145.42385864257812,227.2279510498047
29,110.96231079101562,209.9490203857422,109.82941436767578,210.73345947265625
30,83.82196807861328,199.933349609375,83.26821899414062,200.3144073486328
31,96.77007293701172,126.6020278930664,95.95732879638672,126.4088134765625
32,150.47596740722656,233.99021911621094,149.69195556640625,234.71832275390625
33,160.66127014160156,144.8734130859375,157.40151977539062,144.69390869140625
34,107.75300598144531,130.27174377441406,106.62308502197266,130.22219848632812
35,182.88697814941406,226.31082153320312,182.01516723632812,226.73226928710938
36,138.11077880859375,151.7792510986328,136.58265686035156,151.39105224609375
37,66.86023712158203,8.233467102050781,67.02610778808594,7.77481746673584
38,96.31029510498047,158.77359008789062,94.54986572265625,159.34788513183594
39,161.44879150390625,196.2160186767578,160.46725463867188,195.95553588867188
40,127.4316177368164,141.54901123046875,125.32782745361328,142.37881469726562
41,100.19729614257812,122.17570495605469,98.96382141113281,122.02682495117188
42,107.5008316040039,145.9209747314453,106.9154281616211,145.8806915283203
43,231.34593200683594,129.9073486328125,229.42434692382812,131.68629455566406
44,111.26537322998047,126.26335144042969,109.91476440429688,126.26026153564453
45,144.37539672851562,111.15320587158203,142.3756866455078,111.16328430175781
46,120.77375030517578,213.83900451660156,119.70092010498047,214.72760009765625
47,147.19943237304688,162.90675354003906,145.61212158203125,162.6676788330078
48,128.1279296875,141.62730407714844,126.05172729492188,142.3053741455078
49,89.1358642578125,218.0391387939453,86.8230209350586,217.3595733642578
50,212.97943115234375,241.18215942382812,211.24937438964844,241.7845916748047
51,83.83967590332031,153.40037536621094,83.43994903564453,153.65245056152344
52,62.5251579284668,140.86790466308594,63.429718017578125,140.79226684570312
53,150.42970275878906,151.8618621826172,147.91880798339844,151.0465850830078
54,117.10448455810547,106.61735534667969,116.146484375,106.04118347167969
55,170.48660278320312,243.26220703125,169.1266326904297,243.33729553222656
56,150.4353485107422,116.73623657226562,148.6229248046875,116.60038757324219
57,132.05555725097656,240.11410522460938,130.97613525390625,239.96121215820312
58,90.02518463134766,119.041748046875,88.56680297851562,119.5444107055664
59,76.26433563232422,143.13853454589844,75.70653533935547,144.33827209472656
60,170.41127014160156,152.44813537597656,166.7831573486328,151.8863067626953
61,174.5960693359375,204.79518127441406,173.21624755859375,204.7173614501953
62,83.13582611083984,188.5713653564453,82.85903930664062,188.76893615722656
63,208.544189453125,227.46832275390625,206.54278564453125,227.86489868164062
64,104.07644653320312,140.71786499023438,102.34654998779297,141.01902770996094
65,91.76638793945312,137.6739501953125,90.64363861083984,137.9768524169922
66,195.4180450439453,219.30419921875,193.6802215576172,219.2556610107422
67,120.2851791381836,177.6035919189453,120.77073669433594,177.88075256347656
68,78.06602478027344,113.77860260009766,78.59264373779297,112.5434799194336
69,143.64199829101562,145.72242736816406,141.12359619140625,145.61099243164062
70,216.1370849609375,112.69934844970703,215.71652221679688,114.2887954711914
