frame_num,a,b,c,d
0,131.66407775878906,112.41175842285156,131.1343231201172,112.0001449584961
1,66.14010620117188,198.20584106445312,65.94306945800781,198.15757751464844
2,53.10170364379883,179.68211364746094,53.16666793823242,179.75653076171875
3,54.4296989440918,198.6394805908203,54.65357208251953,198.81375122070312
4,202.42874145507812,112.33684539794922,202.7484893798828,112.29046630859375
5,90.51258087158203,170.04750061035156,90.72982025146484,170.06838989257812
6,53.97299575805664,126.24991607666016,53.952903747558594,126.26727294921875
7,141.4470672607422,110.74900817871094,141.30703735351562,110.75233459472656
8,164.02154541015625,106.6980209350586,164.4168243408203,106.6448745727539
9,128.8697509765625,221.93748474121094,129.11209106445312,221.7369842529297
10,92.63833618164062,156.96937561035156,91.8504638671875,156.86416625976562
11,69.79559326171875,163.72740173339844,69.7588119506836,163.78074645996094
12,56.961875915527344,111.89545440673828,56.852413177490234,111.82361602783203
13,132.3616485595703,197.2174530029297,132.26812744140625,197.29713439941406
14,136.63870239257812,173.2812042236328,136.7479248046875,173.4949188232422
15,84.62165069580078,127.7719497680664,83.69294738769531,127.52367401123047
16,147.32496643066406,139.80638122558594,148.18357849121094,139.96365356445312
17,106.45648956298828,97.02454376220703,106.17147064208984,96.93360137939453
18,95.17544555664062,119.66893768310547,94.05952453613281,119.00247192382812
19,84.41741943359375,180.44125366210938,84.06261444091797,180.41232299804688
20,77.48323822021484,138.14382934570312,76.81416320800781,138.2362060546875
21,51.11526107788086,137.85391235351562,50.725311279296875,137.80197143554688
22,135.64236450195312,173.33261108398438,135.45484924316406,173.4682159423828
23,81.6654052734375,205.40264892578125,81.70987701416016,205.17335510253906
24,67.85931396484375,91.45480346679688,67.90241241455078,91.52056121826172
25,94.66178131103516,156.64144897460938,94.44009399414062,156.67181396484375
26,98.91238403320312,107.52278137207031,98.72422790527344,107.45491027832031
27,50.9862060546875,153.43515014648438,50.735294342041016,153.30441284179688
28,199.18113708496094,124.78274536132812,199.6097869873047,124.79480743408203
29,84.87007141113281,191.97801208496094,85.23416900634766,191.86721801757812
30,130.66128540039062,128.85086059570312,130.81137084960938,129.24533081054688
31,63.16011428833008,173.8960418701172,62.29778289794922,173.9313201904297
32,83.88681030273438,193.1232147216797,83.87788391113281,193.1039581298828
33,46.454490661621094,162.37062072753906,46.135929107666016,162.55795288085938
34,66.6357421875,160.9112091064453,67.02084350585938,161.1021270751953
35,136.57862854003906,173.20123291015625,136.71319580078125,173.41336059570312
36,111.17857360839844,139.861328125,110.90414428710938,139.6490478515625
37,120.15966033935547,131.62188720703125,119.81788635253906,131.51641845703125
38,77.65975189208984,73.13554382324219,77.44021606445312,72.95340728759766
39,133.1201171875,209.70025634765625,134.3560791015625,209.7152099609375
40,131.03555297851562,184.8177032470703,131.1664581298828,184.63803100585938
41,148.5229034423828,129.6719970703125,148.21446228027344,129.82684326171875
42,108.57542419433594,228.611083984375,108.80132293701172,228.32818603515625
43,148.61634826660156,152.98521423339844,148.9432830810547,153.24708557128906
44,103.06453704833984,220.57681274414062,102.48446655273438,220.37289428710938
45,137.48316955566406,218.6914825439453,138.00564575195312,218.51846313476562
46,156.16111755371094,117.213623046875,156.44293212890625,117.205322265625
47,78.41929626464844,138.2312774658203,77.62613677978516,138.43748474121094
48,98.91504669189453,211.9451446533203,98.96263885498047,211.35653686523438
49,88.89218139648438,181.0944366455078,89.20271301269531,181.22474670410156
50,195.22850036621094,134.42051696777344,195.3909454345703,134.43698120117188
51,155.4123992919922,107.9674301147461,154.9464874267578,107.93329620361328
52,117.04873657226562,177.95855712890625,115.92848205566406,177.84446716308594
53,75.18489837646484,149.87109375,75.39836120605469,149.4375457763672
54,129.35684204101562,124.57389068603516,129.5596923828125,124.83891296386719
55,155.5404052734375,146.06228637695312,155.65504455566406,146.04098510742188
56,90.6747817993164,116.59520721435547,88.53367614746094,115.88414764404297
57,45.408729553222656,174.85794067382812,45.45323944091797,175.01695251464844
58,61.9076042175293,100.29454040527344,62.03200149536133,100.1167221069336
59,95.16295623779297,203.43153381347656,95.9669189453125,203.36509704589844
60,132.79611206054688,197.99012756347656,132.82579040527344,198.08432006835938
61,50.14066696166992,172.22882080078125,50.229007720947266,172.7733154296875
